category,layer,jaccard_top6,jsd,d_entropy,d_concentration
creative,45,0.43412698412698414,0.04254054577441447,0.02881475865181356,-0.0037682846638324927
creative,47,0.5424603174603174,0.044129548615278624,0.05115139214841088,-0.007605703597927904
creative,49,0.6285714285714286,0.04387202416072058,0.03909280245393102,-0.010748323176063246
creative,51,0.4452380952380952,0.03442167653490797,0.027187425944342387,-0.005800271833991677
factual,1,0.41033549783549783,0.011930349857305745,-0.02448710665514416,0.00140144607108253
factual,3,0.6488095238095238,0.012050428880811953,-0.021966306810572656,0.0010133813841659478
factual,6,0.6601190476190476,0.01551180126873924,-0.019429391732098827,-0.00044609715316729976
factual,8,0.7738095238095238,0.019310746799670823,-0.06636061755487875,0.004051106951802189
factual,10,0.6656746031746031,0.021542472115483075,-0.06564692421106712,0.008200860248468477
factual,13,0.8125,0.02233735352414705,-0.02783002498127013,0.0038024565215333283
factual,15,0.7648809523809524,0.02423251651015027,-0.05396322042530303,0.0036247345927734194
factual,17,0.7202380952380952,0.022358750973716382,-0.03869511460961922,0.0032200453757664934
factual,20,0.689484126984127,0.023663196982960318,-0.04632460208159452,0.003891642044281439
factual,22,0.6696428571428572,0.017974591228616606,-0.04374442735435754,0.006759380423884877
factual,24,0.616468253968254,0.02703264810717233,-0.030179396692841514,0.0039026697324652747
factual,27,0.6482142857142857,0.023277769576229655,-0.03984273732032003,0.005949824798329984
factual,29,0.7103174603174603,0.018511452547343963,-0.02935411961179135,-0.002484859852360657
factual,31,0.7182539682539683,0.01823068904175568,0.003294696565836049,-0.0031251932102086158
factual,34,0.6875,0.019628807855356308,-0.0008034102443231957,-0.001295561933671261
factual,36,0.564484126984127,0.020301319709207677,0.0045939302382904485,-0.005692637194155493
factual,38,0.7331349206349206,0.019498380102511224,-0.006621241323423214,-0.00011597451701295519
factual,40,0.7023809523809524,0.02038815009128786,-0.0314563771359199,0.0029987502078735948
factual,43,0.6924603174603176,0.021393312771818232,-0.014754585770744177,-0.002608838692743477
factual,45,0.6617063492063492,0.018521580624127166,-0.01938706232687089,0.002377987446115668
factual,47,0.6488095238095238,0.018552469197944236,-0.04777488999938214,0.006321578825021129
