layer,expert,total_mass,selectivity,top_category,share_computational,share_creative,share_factual,share_reasoning,share_social_ethical,share_symbolic
1,35,1333.230712890625,0.2844919430139246,factual,0.03739058835033629,0.03665861367870171,0.2844919430139246,0.23519116675178675,0.13694971884737955,0.2693179693578711
1,36,2296.7989501953125,0.35161272612289407,symbolic,0.1121262677861836,0.04960878540993359,0.22764563792689352,0.1868275081599481,0.07217907459414712,0.35161272612289407
1,37,1669.9187622070312,0.37899580880066697,symbolic,0.06053929413391816,0.05914557808569015,0.18607721088953785,0.19277959911401882,0.12246250897616805,0.37899580880066697
1,38,2042.05859375,0.28313593819043664,symbolic,0.17028224333211545,0.039468826456145856,0.21323499522731926,0.18800548332239794,0.10587251347158486,0.28313593819043664
1,39,948.0172119140625,0.23683322394847284,symbolic,0.08916224588300237,0.08171686459596426,0.2331747864484326,0.21376518656524712,0.1453476925588808,0.23683322394847284
1,40,2539.2128295898438,0.29330462958407055,reasoning,0.07277251830017853,0.0630697273860925,0.18672211787076165,0.29330462958407055,0.12343052862038481,0.260700478238512
1,41,2080.4869384765625,0.26479197251666914,symbolic,0.15120619779598482,0.0521483189718171,0.25296730120353694,0.16337757326919727,0.11550863624279477,0.26479197251666914
1,42,1835.659423828125,0.3367998158231679,reasoning,0.11746573051423613,0.047116577896572365,0.2064848651943426,0.3367998158231679,0.0750007880182916,0.2171322225533894
1,43,1454.026611328125,0.28209546731169655,symbolic,0.041633945873301395,0.07805430870933072,0.281309496644639,0.17202036773890125,0.14488641372213107,0.28209546731169655
1,44,2155.7921142578125,0.32763365907241737,symbolic,0.10273915163936817,0.07508297306566855,0.2157931068808826,0.2000523322179659,0.07869877712369741,0.32763365907241737
1,45,1336.2731323242188,0.29423862307253856,symbolic,0.11418768649086197,0.042875101873848485,0.21610529226050162,0.2050669927177926,0.12752630358445674,0.29423862307253856
1,46,1602.508056640625,0.26687673573208986,symbolic,0.05645782604264281,0.06239258437815601,0.21416121244271485,0.18913117301324994,0.2109804683911465,0.26687673573208986
1,47,1799.9825439453125,0.2822522218199138,symbolic,0.06847003792422303,0.038863156292816156,0.269035201825213,0.22984889515462287,0.11153048698321116,0.2822522218199138
1,48,1577.5341796875,0.31895836622002666,factual,0.1166795118221859,0.0519821003531644,0.31895836622002666,0.2049527360181256,0.1416176848386927,0.1658096007478047
1,49,973.267822265625,0.29649241628945655,reasoning,0.05931636859855939,0.04399141603986449,0.2422408851863976,0.29649241628945655,0.14290010924356047,0.21505880464216148
